programme,degree,pathway,competency,module_code,module_name,year,semester,level,status
Animal Biology - Physiology and Molecular,Animal Biology,Physiology and Molecular,Critical Thinking,GEOU9SP,Geographical Information Systems,4,Autumn,3,optional
Animal Biology - Physiology and Molecular,Animal Biology,Physiology and Molecular,Integrated Problem Solving,GEOU9SP,Geographical Information Systems,4,Autumn,3,optional
Animal Biology - Physiology and Molecular,Animal Biology,Physiology and Molecular,Systems Thinking,GEOU9SP,Geographical Information Systems,4,Autumn,3,optional
Animal Biology - Physiology and Molecular,Animal Biology,Physiology and Molecular,Adaptability,BIOU6PE,Plant Ecology,4,Spring,2,optional
Animal Biology - Physiology and Molecular,Animal Biology,Physiology and Molecular,Self-Awareness,BIOU6PE,Plant Ecology,4,Spring,2,optional
Animal Biology - Physiology and Molecular,Animal Biology,Physiology and Molecular,Innovation,BIOU6PE,Plant Ecology,4,Spring,3,optional
Animal Biology - Physiology and Molecular,Animal Biology,Physiology and Molecular,Teamwork & Collaboration,BIOU6PE,Plant Ecology,4,Spring,2,optional
Animal Biology - Physiology and Molecular,Animal Biology,Physiology and Molecular,Critical Thinking,BIOU6PE,Plant Ecology,4,Spring,3,optional
Animal Biology - Physiology and Molecular,Animal Biology,Physiology and Molecular,Norms and Conflict Resolution,BIOU6PE,Plant Ecology,4,Spring,2,optional
Animal Biology - Physiology and Molecular,Animal Biology,Physiology and Molecular,Integrated Problem Solving,BIOU6PE,Plant Ecology,4,Spring,3,optional
Animal Biology - Physiology and Molecular,Animal Biology,Physiology and Molecular,Systems Thinking,BIOU6PE,Plant Ecology,4,Spring,3,optional
Animal Biology - Physiology and Molecular,Animal Biology,Physiology and Molecular,Adaptability,BIOU8FC,Biology Field Course,4,Spring,2,optional
Animal Biology - Physiology and Molecular,Animal Biology,Physiology and Molecular,Self-Awareness,BIOU8FC,Biology Field Course,4,Spring,2,optional
Animal Biology - Physiology and Molecular,Animal Biology,Physiology and Molecular,Innovation,BIOU8FC,Biology Field Course,4,Spring,3,optional
Animal Biology - Physiology and Molecular,Animal Biology,Physiology and Molecular,Teamwork & Collaboration,BIOU8FC,Biology Field Course,4,Spring,3,optional
Animal Biology - Physiology and Molecular,Animal Biology,Physiology and Molecular,Critical Thinking,BIOU8FC,Biology Field Course,4,Spring,3,optional
Animal Biology - Physiology and Molecular,Animal Biology,Physiology and Molecular,Integrated Problem Solving,BIOU8FC,Biology Field Course,4,Spring,2,optional
Animal Biology - Physiology and Molecular,Animal Biology,Physiology and Molecular,Systems Thinking,BIOU8FC,Biology Field Course,4,Spring,3,optional
Animal Biology - Biodiversity and Sustainability,Animal Biology,Biodiversity and Sustainability,Systems Thinking,BIOU9AP,Animal Physiology,3,Autumn,0,compulsory
Animal Biology - Data Analysis and Biostatistics,Animal Biology,Data Analysis and Biostatistics,Systems Thinking,BIOU9AP,Animal Physiology,3,Autumn,0,compulsory
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Systems Thinking,BIOU9AP,Animal Physiology,3,Autumn,0,compulsory
Animal Biology - Physiology and Molecular,Animal Biology,Physiology and Molecular,Systems Thinking,BIOU9AP,Animal Physiology,3,Autumn,0,compulsory
Biology - Ecological and Evolutionary,Biology,Ecological and Evolutionary,Systems Thinking,BIOU2PH,Introduction to Physiology,1,Spring,1,compulsory
Biology - Ecological and Evolutionary,Biology,Ecological and Evolutionary,Systems Thinking,BIOU2CE,"Cells, the building blocks of life",1,Spring,2,compulsory
Biology - Ecological and Evolutionary,Biology,Ecological and Evolutionary,Systems Thinking,SCIU3FB,Practical Field Biology,2,Autumn,1,compulsory
Biology - Ecological and Evolutionary,Biology,Ecological and Evolutionary,Systems Thinking,SCIU4T4,Statistical Techniques,2,Spring,1,compulsory
Biology - Ecological and Evolutionary,Biology,Ecological and Evolutionary,Systems Thinking,BIOU6BE,Behavioural Ecology,3,Spring,3,pathway
Biology - Physiology and Molecular,Biology,Physiology and Molecular,Systems Thinking,BIOU2PH,Introduction to Physiology,1,Spring,1,compulsory
Biology - Physiology and Molecular,Biology,Physiology and Molecular,Systems Thinking,BIOU2CE,"Cells, the building blocks of life",1,Spring,2,compulsory
Biology - Physiology and Molecular,Biology,Physiology and Molecular,Systems Thinking,SCIU3FB,Practical Field Biology,2,Autumn,1,compulsory
Biology - Physiology and Molecular,Biology,Physiology and Molecular,Systems Thinking,SCIU4T4,Statistical Techniques,2,Spring,1,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Adaptability,ENVU1BP,Building Planet Earth,1,Autumn,1,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Systems Thinking,ENVU1BP,Building Planet Earth,1,Autumn,1,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Norms and Conflict Resolution,ENVU1BP,Building Planet Earth,1,Autumn,1,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Teamwork & Collaboration,ENVU1BP,Building Planet Earth,1,Autumn,1,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Self-Awareness,ENVU1BP,Building Planet Earth,1,Autumn,1,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Integrated Problem Solving,ENVU1BP,Building Planet Earth,1,Autumn,1,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Adaptability,ENVU2LV,Landscape Evolution,1,Spring,2,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Systems Thinking,ENVU2LV,Landscape Evolution,1,Spring,2,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Norms and Conflict Resolution,ENVU2LV,Landscape Evolution,1,Spring,1,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Innovation,ENVU2LV,Landscape Evolution,1,Spring,1,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Teamwork & Collaboration,ENVU2LV,Landscape Evolution,1,Spring,2,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Critical Thinking,ENVU2LV,Landscape Evolution,1,Spring,2,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Self-Awareness,ENVU2LV,Landscape Evolution,1,Spring,2,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Integrated Problem Solving,ENVU2LV,Landscape Evolution,1,Spring,1,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Adaptability,SCIU3FS,Field skills for Sustainable Solutions,2,Autumn,2,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Systems Thinking,SCIU3FS,Field skills for Sustainable Solutions,2,Autumn,3,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Norms and Conflict Resolution,SCIU3FS,Field skills for Sustainable Solutions,2,Autumn,2,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Innovation,SCIU3FS,Field skills for Sustainable Solutions,2,Autumn,2,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Teamwork & Collaboration,SCIU3FS,Field skills for Sustainable Solutions,2,Autumn,3,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Critical Thinking,SCIU3FS,Field skills for Sustainable Solutions,2,Autumn,2,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Self-Awareness,SCIU3FS,Field skills for Sustainable Solutions,2,Autumn,2,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Integrated Problem Solving,SCIU3FS,Field skills for Sustainable Solutions,2,Autumn,3,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Adaptability,SCIU3LS,Lab Essentials for Physical and Life Sciences,2,Autumn,1,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Systems Thinking,SCIU3LS,Lab Essentials for Physical and Life Sciences,2,Autumn,1,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Teamwork & Collaboration,SCIU3LS,Lab Essentials for Physical and Life Sciences,2,Autumn,1,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Critical Thinking,SCIU3LS,Lab Essentials for Physical and Life Sciences,2,Autumn,1,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Self-Awareness,SCIU3LS,Lab Essentials for Physical and Life Sciences,2,Autumn,1,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Integrated Problem Solving,SCIU3LS,Lab Essentials for Physical and Life Sciences,2,Autumn,1,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Adaptability,ENVU4E4,The Biosphere,2,Spring,1,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Systems Thinking,ENVU4E4,The Biosphere,2,Spring,3,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Norms and Conflict Resolution,ENVU4E4,The Biosphere,2,Spring,1,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Innovation,ENVU4E4,The Biosphere,2,Spring,1,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Teamwork & Collaboration,ENVU4E4,The Biosphere,2,Spring,3,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Critical Thinking,ENVU4E4,The Biosphere,2,Spring,3,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Self-Awareness,ENVU4E4,The Biosphere,2,Spring,2,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Integrated Problem Solving,ENVU4E4,The Biosphere,2,Spring,2,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Systems Thinking,SCIU4T4,Statistical Techniques,2,Spring,1,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Innovation,SCIU4T4,Statistical Techniques,2,Spring,1,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Critical Thinking,SCIU4T4,Statistical Techniques,2,Spring,2,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Self-Awareness,SCIU4T4,Statistical Techniques,2,Spring,1,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Adaptability,ENVU5EP,Environmental Policy in a Changing World,3,Autumn,1,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Systems Thinking,ENVU5EP,Environmental Policy in a Changing World,3,Autumn,3,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Norms and Conflict Resolution,ENVU5EP,Environmental Policy in a Changing World,3,Autumn,2,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Innovation,ENVU5EP,Environmental Policy in a Changing World,3,Autumn,2,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Teamwork & Collaboration,ENVU5EP,Environmental Policy in a Changing World,3,Autumn,3,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Critical Thinking,ENVU5EP,Environmental Policy in a Changing World,3,Autumn,3,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Self-Awareness,ENVU5EP,Environmental Policy in a Changing World,3,Autumn,3,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Integrated Problem Solving,ENVU5EP,Environmental Policy in a Changing World,3,Autumn,2,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Adaptability,GEOU9SP,Geographical Information Systems,3,Autumn,1,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Systems Thinking,GEOU9SP,Geographical Information Systems,3,Autumn,3,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Innovation,GEOU9SP,Geographical Information Systems,3,Autumn,1,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Critical Thinking,GEOU9SP,Geographical Information Systems,3,Autumn,3,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Integrated Problem Solving,GEOU9SP,Geographical Information Systems,3,Autumn,3,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Adaptability,ENVU6EA,Methods and Applications in Environmental Sciences,3,Spring,2,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Systems Thinking,ENVU6EA,Methods and Applications in Environmental Sciences,3,Spring,3,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Norms and Conflict Resolution,ENVU6EA,Methods and Applications in Environmental Sciences,3,Spring,2,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Teamwork & Collaboration,ENVU6EA,Methods and Applications in Environmental Sciences,3,Spring,2,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Critical Thinking,ENVU6EA,Methods and Applications in Environmental Sciences,3,Spring,3,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Self-Awareness,ENVU6EA,Methods and Applications in Environmental Sciences,3,Spring,2,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Integrated Problem Solving,ENVU6EA,Methods and Applications in Environmental Sciences,3,Spring,3,compulsory
Environmental Science - Ecology & Biodiversity,Environmental Science,Ecology & Biodiversity,Adaptability,SCIU9PR,Biological and Environmental Sciences Honours Project,4,Spring,3,compulsory
